Cell number,Location of the middle of cell in X axis (pixels),Location of the middle of cell in Y axis (pixels)
6505,30.30546507,2331.697922
6506,-107.6046171,1490.94346
6507,58.470081,-2357.980235
6508,-85.76102837,-951.6885761
6509,69.67452397,2179.04679
6510,227.4666472,44.87392328
6511,-2.465513943,670.0667965
6512,-245.934405,87.20078779
6513,195.7694997,-1515.740654
6514,-192.6983888,-1971.335652
6515,-400.4891284,-1494.313987
6516,142.3575319,-2611.565198
6517,-246.1387174,-2116.618082
6518,341.3997244,-454.822313
6519,-272.8558096,1332.467083
6520,3.305386427,-1038.348229
6521,367.052359,-642.4822281
6522,-213.4303375,-1887.537384
6523,208.5764854,-1819.302638
6524,-18.92950637,-78.03623073
6525,-205.1169462,435.9930233
6526,-54.79523209,962.7111712
6527,-19.31665095,-2004.537422
6528,-396.9697699,-1814.620611
6529,-258.7186402,245.058332
6530,-127.3962927,-1869.961687
6531,-17.82632143,1613.379727
6532,-493.0357005,1955.754012
6533,-262.1995928,491.6808585
6534,-7.261310699,-2100.314728
6535,-275.411569,1739.600821
6536,-215.3433471,-1807.311781
6537,-362.5486753,1092.297039
6538,-91.6125838,1781.063132
6539,-451.3195419,336.4574867
6540,-431.3464304,728.8023656
6541,-284.6789391,29.42587257
6542,58.41668174,2060.607839
6543,-30.50220333,979.2927068
6544,-267.7754076,1716.414433
6545,-0.039684868,2018.024317
6546,204.0431966,-1803.910495
6547,-170.7957747,-1206.25295
6548,62.4572488,45.14108998
6549,-7.936777968,-1089.364035
6550,213.4637254,-5.374805389
6551,-283.6084805,1672.831808
6552,-159.451151,56.95053306
6553,-440.6158896,1313.785971
6554,-441.9627998,1911.514418
6555,-1.560376376,-1516.928126
6556,-286.5564957,1630.770799
6557,-59.81498146,-210.4643309
6558,-280.5171642,1749.941294
6559,108.2847055,1586.54244
6560,-250.563949,1510.826661
6561,66.43455202,-1481.014318
6562,-365.4113465,1562.481565
6563,-263.8168952,-1586.365394
6564,-199.7561455,1384.87578
6565,15.10597627,835.126016
6566,-189.3850843,-1908.942286
6567,-158.2025505,-1482.282563
6568,-385.7883525,-1432.326763
6569,-42.09776651,1625.948619
6570,93.4174883,-1998.045576
6571,-248.1453635,1213.559853
6572,55.246522,-2493.050557
6573,-325.0685881,1647.097473
6574,64.89001912,512.957847
6575,80.09921533,321.1441707
6576,-30.9407468,-1977.438012
6577,-343.2912507,950.6768272
6578,-56.81112295,-1680.733838
6579,-410.4131921,-1559.482056
6580,-175.1982715,521.9461522
6581,111.1511709,-1479.273821
6582,100.7965455,1605.694568
6583,-354.4494638,473.2484046
6584,340.5227035,-543.0610352
6585,-160.7511796,133.4333248
6586,213.253916,-1049.031238
6587,-490.8018242,913.4184808
6588,-451.5309329,723.503382
6589,-109.4712897,1597.14846
6590,102.5250595,-807.385873
6591,168.9986944,-1345.712418
6592,-23.56743198,-1120.975234
6593,-250.8377492,1762.164203
6594,-117.3560462,2259.131137
6595,-406.244461,-1872.016262
6596,-491.6107936,1165.207315
6597,-392.9291015,1100.493587
6598,-436.3615829,465.8929895
6599,-221.2006805,-972.2521303
6600,-220.6770471,-1698.94186
6601,-243.2362401,1962.173626
6602,-234.314915,-2072.528035
6603,-476.2554899,652.1772584
6604,-239.2534233,-1122.554685
6605,28.59013465,-1657.456958
6606,-171.1933945,-2233.884752
6607,-134.2780551,1686.690651
6608,141.5326021,394.8432513
6609,-135.8649007,-940.1330253
6610,-241.6732907,2936.619765
6611,-463.0698723,669.2520436
6612,-98.95197068,-2036.418183
6613,-325.1712147,1146.826049
6614,54.33017804,1483.529231
6615,-357.5956367,70.30658134
6616,-324.8415824,1098.651965
6617,-228.975301,-1911.465712
6618,-91.8363559,2596.341913
6619,-94.9004537,3121.333359
6620,-229.6761102,1365.734636
6621,-0.031235712,-1652.085829
6622,-372.4687067,47.37549963
6623,-421.1797272,772.9212253
6624,-291.6318661,1014.024582
6625,198.1970036,-1773.547821
6626,-30.81953445,2497.796198
6627,-54.94029606,3104.868365
6628,-346.8935611,1825.548684
6629,-353.3531705,749.276297
6630,-98.68043945,-524.8779543
6631,-269.4493701,1094.862489
6632,-472.4104134,931.0028431
6633,72.05211841,-1038.397163
6634,-340.5762502,-1651.613884
6635,-181.5492454,-778.0056961
6636,-71.05252109,-1759.194835
6637,43.69555274,-2481.015525
6638,-36.5673123,-1767.503661
6639,-386.4710021,171.1524561
6640,-123.9258681,2721.476114
6641,-131.102108,-724.5066792
6642,-72.54714013,-1144.466652
6643,-87.77561203,1135.087454
6644,-108.2253373,136.120836
6645,-85.04432519,1124.846399
6646,-276.1072061,653.2248296
6647,-142.8165081,-2233.496945
6648,5.06303472,733.4311764
6649,-116.020217,3128.081259
6650,-210.2903065,1103.762326
6651,-144.2946063,2411.466934
6652,-292.9358112,446.545369
6653,-86.18055068,-2211.357259
6654,-250.8248475,1320.421704
6655,-95.55877071,-2014.784844
6656,249.8668341,-1857.149659
6657,-531.9001049,1165.858452
6658,-274.1098819,41.15376853
6659,-213.5684369,2223.896444
6660,2.505717246,2268.00425
6661,101.5522032,1545.982006
6662,-194.1022626,992.7158153
6663,-411.0234415,1483.043395
6664,-267.7735133,-2285.382679
6665,-138.7966294,37.94844959
6666,-9.374154741,1144.079314
6667,-7.526171161,1016.983882
6668,-141.0620008,246.1690693
6669,-444.1746103,46.51362023
6670,-346.9939597,979.8095256
6671,-331.1867341,1232.051581
6672,-406.1203907,510.9181289
6673,108.1955615,-832.9912622
6674,118.62685,-1763.768908
6675,-409.7481432,-1696.682809
6676,118.306061,-193.3216877
6677,56.88094792,-2449.559268
6678,-174.3846225,-2046.360494
6679,-101.1080106,-1630.478356
6680,121.9450294,-2028.408331
6681,-57.47224549,950.2952842
6682,-134.5533429,1479.387462
6683,-261.9093542,-1095.845179
6684,-405.8263033,1386.838001
6685,-384.080816,-1721.920323
6686,56.08622378,410.9780965
6687,238.8247617,-1243.369796
6688,50.3433087,-2443.964682
6689,-94.67028372,767.2084684
6690,-101.0111865,-1102.379276
6691,116.2487238,-157.4130928
6692,-151.4852415,1651.082725
6693,-90.00217212,-2265.424963
6694,104.9573879,845.7396671
6695,-95.02042816,-557.1414317
6696,19.58522064,684.82612
6697,-73.61378807,-1820.92838
6698,-35.38347639,-35.93195954
6699,-5.567321693,-863.4118529
6700,134.6934163,-400.7436542
6701,-81.23716861,1110.473237
6702,24.05785481,714.752331
6703,-341.1262259,-1276.960908
6704,-526.0234099,1553.149909
6705,-89.41769976,668.4548269
6706,-88.08957623,-567.542623
6707,-295.1797484,-2143.985871
6708,-211.9990076,2726.995551
6709,-406.4010154,717.6483609
6710,211.3038638,-1409.236475
6711,-218.6946259,-129.0015473
6712,43.95432566,-1567.663888
6713,-281.0723777,1299.997858
6714,288.7029531,-246.8776472
6715,137.660758,-2632.070405
6716,-147.0119077,-338.0036769
6717,-17.82813737,-2253.794146
6718,-86.65262033,1069.065163
6719,-315.5241284,-1872.051192
6720,-156.9659703,1664.971613
6721,-137.1223501,-1527.404336
6722,-47.95606882,2153.368777
6723,34.97671419,174.6822041
6724,-368.7444686,-2052.564552
6725,-251.7260609,-2257.845122
6726,131.0079179,-2513.141926
6727,-529.5883086,1640.459116
6728,176.7503277,-117.0047435
6729,-92.63313996,-1350.436396
6730,-85.93632616,-2245.366753
6731,154.6603414,1856.112427
6732,-206.9501308,-231.9957154
6733,15.22759847,281.0365191
6734,162.098832,-1238.610096
6735,-260.7907577,-2108.926422
6736,-342.872032,1420.019888
6737,-163.4314095,3112.127901
6738,-130.1315781,1269.685507
6739,-323.7766258,2022.614151
6740,-272.4668684,-1478.735419
6741,196.4168143,137.5837747
6742,-326.0602414,-2398.221803
6743,-128.6321772,1573.794633
6744,137.633858,-1636.225711
6745,-158.3768409,1523.836607
6746,-292.2861431,-2168.405171
6747,34.83104395,1016.14725
6748,-243.576191,2762.998575
6749,-127.0817462,-225.6349289
6750,-301.6297448,263.0329122
6751,100.9932524,1717.20111
6752,-211.4296321,-1455.858052
6753,-221.4215095,-1598.019086
6754,-517.0024511,985.5857639
6755,224.472721,-1293.730405
6756,-219.0103974,-1394.212475
6757,-18.36755922,2506.839465
6758,-187.0650835,-1219.320318
6759,-32.63371541,-1737.093626
6760,149.098876,-2979.056292
6761,96.44837162,-2968.100304
6762,-278.0096212,383.6857935
6763,-129.1318499,754.5327382
6764,-101.5010072,-1452.788882
6765,-264.7463003,1576.786718
6766,33.47683524,1253.469277
6767,-460.7042119,501.2626015
6768,139.6182983,-1464.759046
6769,-421.0434792,828.3146612
6770,-77.74835695,-520.0716545
6771,-142.5928213,-252.3844047
6772,-211.9244296,-1829.220492
6773,-103.718365,148.2131464
6774,-424.2388433,1628.995043
6775,-2.578268016,-1636.578224
6776,80.63998685,-2481.652805
6777,-491.0206552,1621.902352
6778,-475.7467847,640.532153
6779,-433.4237693,1397.377333
6780,-292.7958242,-1438.884018
6781,-281.5914506,1936.74008
6782,-216.485791,1424.810151
6783,-12.44595458,965.103828
6784,-19.0980926,-1022.791497
6785,92.52030088,-2948.847507
6786,192.0618618,-1344.17404
6787,130.8755281,1711.115594
6788,-154.8799915,-1010.333213
6789,-421.7295968,1880.399826
6790,-154.024828,-1823.703968
6791,-247.0252738,1593.028522
6792,-529.6884462,1361.474961
6793,166.5090386,-714.8479412
6794,167.5626327,-774.2372537
6795,-356.0345166,-1902.932897
6796,-307.2876105,-1726.27617
6797,-452.351472,984.1634143
6798,167.4162039,-660.385093
6799,35.00764867,730.4328977
6800,-15.76014825,379.2464577
6801,-331.2305973,388.9301795
6802,-270.8955793,245.5447951
6803,-387.0605461,1285.742782
6804,196.6293475,-1080.624177
6805,-183.7637778,281.2659027
6806,-376.7682723,1502.310689
6807,346.2337208,-570.0500748
6808,-152.3496284,-1231.157576
6809,-219.9138413,-857.5691492
6810,-80.01947608,1894.347223
6811,-264.0721566,14.43916091
6812,73.53373997,1911.630796
6813,-128.5961274,164.4028828
6814,-72.67016305,283.0817523
6815,-273.5904223,125.0558854
6816,32.32188604,-163.6277905
6817,-65.9427467,2724.294498
6818,-471.2300679,782.4172889
6819,-507.6524383,983.6714698
6820,-416.7257628,1597.861257
6821,-282.9849754,1839.009756
6822,-70.79787702,-1614.040084
6823,-259.0992254,-95.75285571
6824,-424.0599903,-1694.490576
6825,-238.5250097,-2161.508498
6826,78.88208895,1792.049585
6827,-5.854359811,-2135.739278
6828,27.14480958,-1191.877194
6829,122.005192,-19.6051431
6830,-482.4730102,484.3867291
6831,13.37889315,1527.727292
6832,160.9953259,-1370.375916
6833,-271.7247608,1828.107141
6834,62.56265096,-886.3493974
6835,229.4328502,-447.9549483
6836,336.962091,-737.3689161
6837,48.95681525,1236.211248
6838,130.0729441,945.9291728
6839,128.1565952,-1020.275717
6840,98.84546459,-1487.49207
6841,-222.266212,-2283.109199
6842,-250.3474882,-1609.698557
6843,-300.8311782,-1000.552604
6844,-453.2409824,1727.06142
6845,109.4777268,-993.0685584
6846,-153.5788185,420.9575117
6847,-67.58650577,-1034.305827
6848,-408.2229701,1842.636422
6849,67.48175174,-370.0510344
6850,-138.3966056,3075.772502
6851,-268.7516659,-1499.330289
6852,-146.6156375,1781.486379
6853,235.226428,-1571.093471
6854,183.4914932,-1599.58501
6855,-306.31102,1938.847458
6856,222.0086678,-1017.983255
6857,97.23913005,-2960.729829
6858,-12.71541886,-1900.321464
6859,-139.2658451,-1535.589952
6860,-313.3350367,1831.000811
6861,-79.04104144,1250.566765
6862,128.1646633,-1525.847763
6863,-348.2160598,-175.1071548
6864,-58.22069924,2415.011673
6865,-379.76904,-2016.138439
6866,-85.90096411,-2174.497915
6867,-26.60383907,2268.478108
6868,-278.395246,-1614.251392
6869,-395.5395655,-1705.606799
6870,263.5918618,-273.7325546
6871,-80.23315046,-2068.355678
6872,-325.2636776,1392.425696
6873,180.9533337,-1662.203694
6874,-146.2956822,2971.02436
6875,-430.5838671,1449.44923
6876,-339.7589235,-1665.661883
6877,36.85039222,38.10734364
6878,-356.6921259,247.0597624
6879,-284.1515415,368.4911911
6880,103.4633359,-18.50303806
6881,-128.9347704,2765.666339
6882,-153.829046,2211.739596
6883,-78.8646848,381.9384256
6884,-80.73487548,2867.498807
6885,-366.8988297,-215.8650377
6886,-166.871682,-936.8928635
6887,79.03169577,-302.5092707
6888,48.14513058,1043.756352
6889,-91.60066458,678.6607829
6890,-20.20899857,-1041.241151
6891,-25.03725255,-1531.496426
6892,120.9217196,-2750.393066
6893,52.75567172,-1444.101517
6894,223.007974,-450.0500543
6895,-131.4842829,-1187.083517
6896,-408.4023017,1691.515053
6897,-378.3817471,-1250.076877
6898,221.4794001,-1203.959325
6899,-201.5955512,-1604.781964
6900,-127.750925,-361.9305457
6901,-219.512331,-1581.58777
6902,58.841315,-1830.733572
6903,56.44159616,1516.143523
6904,-470.4944954,1344.302382
6905,148.7501892,-596.7733764
6906,-402.623119,-1911.022072
6907,-252.6822268,1521.163491
6908,-263.8381187,-43.85955777
6909,-200.1683874,2090.907949
6910,-424.5248884,2048.378193
6911,-233.2685156,1597.288087
6912,-26.1009712,2097.390675
6913,-257.0954485,-2054.894392
6914,-510.7192045,1435.614954
6915,-55.21631531,-1437.097567
6916,-38.86541327,731.7789614
6917,145.3114702,-302.0278674
6918,84.50077679,-1432.895967
6919,338.4075403,-705.8108623
6920,68.27366758,-2263.928064
6921,-63.22441739,-1837.627432
6922,-37.29616332,-436.120196
6923,-137.3758244,-1478.58435
6924,-343.8315904,-2042.995537
6925,-347.2967547,-108.6994962
6926,-153.3549764,-865.1455295
6927,-117.6612994,-361.084875
6928,-464.1228449,1472.379846
6929,145.7331905,-440.6147148
6930,-441.833005,1278.239902
6931,121.5509238,-1843.079968
6932,-439.5808215,1256.325208
6933,149.8814202,-345.9332375
6934,-173.2323289,449.783959
6935,129.7180009,-2842.707346
6936,-363.8652509,434.5327888
6937,-127.3203485,-459.9806757
6938,-219.3649249,1394.147457
6939,-80.58200905,-1244.867152
6940,-8.864337908,248.330808
6941,-232.105437,841.9108369
6942,-449.6105048,1100.548737
6943,120.4187603,859.1835172
6944,149.1214277,-1642.142389
6945,-27.20947724,-930.9100975
6946,-281.9906047,646.6121542
6947,-375.9665635,1640.973701
6948,-14.89042591,-1585.595748
6949,199.2640037,-56.91992615
6950,201.089701,-2076.135519
6951,-124.761425,-404.2121836
6952,-239.4023614,-1658.667546
6953,-246.7875874,979.4291397
6954,-83.27480328,-1441.373756
6955,-358.3761655,1483.762481
6956,122.0008969,786.2984214
6957,-199.1958166,413.7008637
6958,-475.2541932,1284.723502
6959,-224.4324971,592.8947337
6960,33.81914597,-953.7487563
6961,-55.30873549,286.3156611
6962,-255.9608544,153.6049306
6963,143.9182181,-2087.436095
6964,-401.1492869,-1894.203662
6965,80.69613151,-2693.672239
6966,-112.0502159,-2081.513435
6967,250.5066611,-1341.500154
6968,55.51309317,8.758063038
6969,-455.158015,515.7768984
6970,93.81968825,1013.161207
6971,-310.6563679,-1828.824565
6972,-55.64516448,-1480.348769
6973,-367.6583518,1105.009323
6974,-116.2609397,-1764.33548
6975,-207.6734347,2890.302327
6976,87.96093112,-42.2663819
6977,147.0133247,-1587.375021
6978,-130.8632059,-917.9782304
6979,182.0482606,-246.4788211
6980,-205.0351367,2973.977438
6981,-130.8768671,-19.40318651
6982,-130.8044285,2011.856755
6983,1.786533377,790.9284207
6984,-328.8943882,92.13821364
6985,-405.9904463,1170.428979
6986,105.1945754,177.2420294
6987,-104.0274569,-1838.343485
6988,-165.7787945,1109.857701
6989,-459.7345185,630.1273229
6990,-261.7215002,-995.8473572
6991,-346.6881979,1479.696872
6992,51.81050603,1069.498199
6993,-370.1732181,1456.106813
6994,109.4858053,-1836.33053
6995,134.5771641,467.5374484
6996,-135.8130451,-560.731441
6997,-267.0313633,1325.996435
6998,54.28680055,-2501.59125
6999,357.5669079,-542.4177199
7000,-306.2107241,-1000.840614
7001,-50.29775589,1626.032587
7002,-87.57914797,173.6082289
7003,-106.1534873,-1522.871353
7004,-95.9162973,-1674.353687
7005,-145.5426271,2686.7308
7006,-26.4045158,785.7825561
7007,-380.9992846,965.8829416
7008,-358.0159417,709.1339937
7009,198.1238887,-607.6663345
7010,-188.3181581,-1704.919606
7011,145.3030931,-1566.973698
7012,-93.60077148,3145.486167
7013,82.98570039,-2541.827212
7014,177.8893341,-1551.014445
7015,39.26985374,-171.9760527
7016,-240.617242,-1057.419066
7017,-61.22542759,1523.36908
7018,11.04408394,381.7453144
7019,257.7608672,-749.9483561
7020,-123.4820632,-565.2170279
7021,-234.4926593,1217.311748
7022,-10.43093269,-1264.942733
7023,-269.7169193,-2123.482072
7024,-132.0387277,2955.553279
7025,11.54082004,-803.8865206
7026,-185.6033586,942.0344187
7027,-471.8385726,972.2677684
7028,-26.34725992,-2077.288048
7029,-268.104379,104.1139909
7030,-37.04584677,291.4127988
7031,-189.0070343,-1440.494083
7032,-201.9839361,841.6750112
7033,-493.3010923,1385.066705
7034,208.1185259,-444.9564619
7035,165.6671543,-2941.659253
7036,-199.6721842,-1531.63502
7037,-7.554897435,1123.57091
7038,188.6518622,-1993.346954
7039,-63.0864411,3181.296864
7040,23.34512535,1525.970627
7041,-158.2992335,-2095.761278
7042,-167.9402423,233.069381
7043,269.2569825,-279.8240414
7044,-350.2925702,1846.604194
7045,-492.9325548,1762.145622
7046,158.1223978,-251.5552898
7047,-98.70385179,323.0795673
7048,-143.9920322,2760.064116
7049,-463.4046788,1486.96303
7050,338.4159894,-413.7007603
7051,-217.9160113,732.7706732
7052,-4.146370178,-1972.631698
7053,-318.401111,325.8588898
7054,-264.691528,227.7079953
7055,-230.7542348,265.2293611
7056,42.41082495,822.5736479
7057,-277.1217408,-950.8480122
7058,198.3567176,-129.7459469
7059,-129.2041409,235.8195493
7060,47.76225111,-357.189954
7061,26.24140395,-788.137179
7062,-218.6086842,196.3322035
7063,75.64642008,-256.1302079
7064,-116.4907118,2492.492177
7065,-46.71446485,2486.238175
7066,-433.6360716,1717.018908
7067,-398.3705472,1415.012696
7068,48.37441219,1464.299447
7069,-166.3802131,-1218.066997
7070,-207.9478045,-2418.614813
7071,-52.7894951,-1185.157572
7072,-21.46469524,-466.6426725
7073,-360.5690844,-61.79088532
7074,-308.1155283,-1453.831283
7075,84.57595665,-1598.391592
7076,-441.3230086,1492.966814
7077,-110.8891989,2193.35359
7078,-448.7611772,626.647605
7079,-146.9371969,1610.520356
7080,-166.916566,-917.1261616
7081,-266.7227176,-1685.411569
7082,-355.6629034,-1923.327729
7083,149.3170083,-1494.042695
7084,-182.0161153,-1862.08324
7085,-207.2299267,-1366.770157
7086,5.560821892,-1130.674417
7087,-98.36485432,1785.861151
7088,-117.9788305,70.78891249
7089,-420.4538685,1533.98049
7090,38.07363246,-2280.470001
7091,-137.6526648,-417.0147652
7092,-84.13937854,2079.08195
7093,-280.7622618,-3.177817155
7094,-148.5253439,-1801.888786
7095,-248.2681093,1941.919787
7096,-109.5737249,-2026.545621
7097,-125.1411073,-709.0873017
7098,-108.0158892,-1428.528287
7099,-149.891068,-2277.240166
7100,22.88813956,-2002.719756
7101,-105.502598,1481.926545
7102,-29.58991461,420.398561
7103,-238.5953209,945.7299468
7104,-339.3961234,1814.996387
7105,-261.0972292,216.8774171
7106,-107.3478744,-310.7464956
7107,47.41126574,30.5097151
7108,-375.1171603,911.7395764
7109,172.3286632,-1408.681636
7110,-431.7773072,299.8310118
7111,-141.47716,-118.0826852
7112,-363.783668,1309.090888
7113,172.5478028,-301.1512674
7114,127.3647717,-1515.149791
7115,28.28266871,639.2133787
7116,35.91670259,2294.531366
7117,-262.0475964,-2519.343267
7118,132.8487666,-212.9576466
7119,-112.4410354,1734.595796
7120,-465.0011786,1154.233496
7121,98.57912924,322.7016876
7122,-27.58291815,-667.7291472
7123,174.4394003,-397.302281
7124,303.9915736,-402.8205935
7125,-262.3638013,-1517.507872
7126,-148.5536366,-367.8784936
7127,260.4919844,-1275.556466
7128,-303.292635,-1710.906028
7129,-471.9450099,1266.870398
7130,-40.2880664,-1887.505319
7131,-191.1076346,124.8568963
7132,-305.1043834,-138.2488961
7133,-96.98088011,1538.817153
7134,3.057890057,-128.7390991
7135,-129.5997506,-1415.733303
7136,92.88680999,-1088.650851
7137,-165.4566242,728.7630207
7138,-12.04095291,-1397.660053
7139,-237.6349943,1186.042848
7140,53.93600339,-47.490701
7141,-277.6678547,907.5964059
7142,118.1414865,-841.3674215
7143,-216.6258964,586.309099
7144,-279.9368499,152.1387862
7145,-364.9437646,1390.170843
7146,-378.3308638,-150.4464535
7147,-183.2459069,1795.531755
7148,-272.7952088,-1004.657084
7149,-378.2213204,1900.655134
7150,-95.25463205,3131.037786
7151,72.63192851,-1606.07295
7152,-450.9290182,887.0697806
7153,54.60193292,-524.9203123
7154,87.53050813,2154.733274
7155,-275.1958172,-2521.365507
7156,-350.6550185,-2155.163193
7157,4.23589124,-1054.380765
7158,317.3728307,-658.8599273
7159,-81.07939217,-1762.082617
7160,-272.2602982,2945.253334
7161,-73.64618762,-1008.942359
7162,-283.0922636,-1624.9959
7163,-330.0802332,-1990.158772
7164,325.5049117,-543.3008652
7165,81.83256766,-185.1242157
7166,-135.7812895,-2025.365673
7167,103.990797,-2438.32696
7168,-483.7374117,994.1267962
7169,167.9305668,-1812.85023
7170,262.8258883,-665.0231934
7171,60.07302307,-2335.620492
7172,89.54143795,-2050.217301
7173,-214.9651062,837.1090462
7174,-191.7049042,-1714.30118
7175,-476.3472373,1050.677372
7176,116.8482234,622.6375479
7177,-444.2761183,1386.379587
7178,-77.50143805,-1458.856145
7179,-475.7438911,957.8067589
7180,-172.6016712,1430.381197
7181,185.8513264,-45.97304062
7182,-148.301862,-454.7979867
7183,-67.09627658,647.6651412
7184,-164.3041872,-1402.258012
7185,-181.1802428,2703.711896
7186,-48.24383305,1344.607108
7187,-102.4651627,1270.801118
7188,105.0216078,-7.721764717
7189,-264.1289878,-894.6662989
7190,-105.5187926,2950.155283
7191,63.02160991,-1055.119099
7192,-508.4932434,1750.587284
7193,32.6825025,451.8148837
7194,-234.2825613,937.3244672
7195,-198.2743921,-1057.476749
7196,-465.3469607,1196.518565
7197,69.74480358,1383.645307
7198,84.78366227,-2430.364413
7199,-110.0594189,1998.811515
7200,-92.71966035,-185.5815465
7201,-329.0722673,-127.1194265
7202,-444.2650467,1200.679216
7203,-284.071696,-2192.484233
7204,-333.4080406,-1678.199332
7205,100.288086,-277.5313592
7206,-51.94929881,-1322.978277
7207,217.8142623,-282.317354
7208,-323.0502524,-1253.861258
7209,-304.4175943,2136.509552
7210,341.841948,-479.083432
7211,229.876435,26.68274959
7212,122.9849719,2008.04195
7213,-340.6312309,-1841.14946
7214,23.31464158,-1916.917695
7215,-338.4540857,-2342.480647
7216,153.2990616,-1251.724637
7217,115.2000056,-1201.605602
7218,60.98822504,24.38095009
7219,-114.0707889,818.8993118
7220,-30.75755041,1527.524493
7221,-115.3465382,1672.21815
7222,65.62177313,-1236.839797
7223,-193.4497053,3128.736775
7224,112.5565261,-148.9748956
7225,-257.4268184,-2300.675677
7226,-90.14270891,-1687.645935
7227,-95.6574774,-1817.367488
7228,-114.9579372,302.6784238
7229,-351.0415948,735.9878817
7230,191.9868692,-982.8104919
7231,-403.1751321,1783.975198
7232,-252.9904191,1582.352316
7233,47.00707345,-1291.477517
7234,-127.5112687,-1458.76383
7235,-47.82676642,-817.1757465
7236,129.0359141,1123.88072
7237,80.49695952,2271.50069
7238,-69.81193934,387.0811087
7239,14.7442579,-2260.89325
7240,35.08451869,-1031.571192
7241,-329.9919524,1415.708577
7242,-26.13425986,-1333.173445
7243,194.3315975,-1592.676585
7244,-66.80216132,-745.467404
7245,133.9139175,1794.674843
7246,-279.6060665,132.075487
7247,1.105790539,-289.3388088
7248,-333.4359486,-2094.373497
7249,-280.5184755,674.2942206
7250,-44.83040137,1532.642521
7251,-252.5468151,-1478.659413
7252,-319.9312697,1950.27022
7253,-432.5049203,771.6883989
7254,-448.6314335,1721.172896
7255,-144.8226838,3117.260067
7256,-123.2461278,-1569.016569
7257,36.73395398,-1353.045551
7258,-88.18751505,-315.1228084
7259,-414.9622496,1612.763428
7260,270.7227496,-744.873542
7261,36.29962007,715.9920509
7262,-213.4947718,-2200.404956
7263,143.6970277,305.9013178
7264,-138.7294778,-1006.198854
7265,-354.2752342,1552.644499
7266,104.7183062,-32.744142
7267,16.87738752,2052.118451
7268,-188.0441771,369.2725237
7269,-237.3070126,-1915.270443
7270,-243.2038589,12.53243836
7271,-96.69978883,-1134.045238
7272,31.36150258,-1108.095119
7273,-479.2324421,1665.707968
7274,-486.6878214,1573.43838
7275,98.32876512,273.9719875
7276,-44.51061839,2955.322071
7277,-241.5208119,-2337.327642
7278,-127.1666313,-2044.127164
7279,137.9205601,-2649.017769
7280,-332.0691138,1546.272345
7281,-237.2528499,97.09807871
7282,-212.4913678,1508.772893
7283,259.6880491,-1439.381528
7284,-164.7031772,982.0845716
7285,-218.0838831,2279.735762
7286,199.1251378,-1310.453947
7287,65.38889004,465.6651351
7288,-64.23293268,3043.225089
7289,74.85692147,-316.5667209
7290,-308.7572614,1926.734504
7291,-134.3825101,-1544.921748
7292,-0.706509596,-1941.524997
7293,-146.5693563,-2114.509178
7294,48.37720491,-34.39985181
7295,-92.56694393,2668.348421
7296,-49.35812107,-1522.90131
7297,-503.5132915,1377.768481
7298,-443.4394094,90.57681758
7299,38.50851185,-2030.231952
7300,329.8235387,-626.6072682
7301,28.10749998,-648.7627025
7302,-51.49710614,-868.4452212
7303,102.1933455,1363.18402
7304,251.2959361,-641.9189762
7305,-140.5367823,1932.69173
7306,-118.7568614,-952.2354649
7307,-384.0806885,121.2506199
7308,-295.185099,-1968.67871
7309,-392.2403294,1310.2279
7310,-509.641516,1590.137186
7311,-171.1742481,-1486.147872
7312,180.9931289,-998.7089618
7313,-61.96340932,-1640.400144
7314,-186.1548399,1762.133969
7315,-205.4166831,1321.438996
7316,65.75834874,-1167.539082
7317,-210.7706472,283.2891632
7318,-33.96633754,2580.25674
7319,-36.91005547,-927.9900565
7320,161.9737915,-1843.888498
7321,-182.8868918,77.97158444
7322,-26.49305362,-257.7623678
7323,-270.8176063,309.2073814
7324,-348.6000634,-90.52913098
7325,-101.0020108,-1765.786862
7326,-257.133158,819.538798
7327,-9.204973719,681.9207965
7328,-72.06632729,476.056952
7329,11.32731956,-300.5120248
7330,-178.9971124,1022.743998
7331,-300.5849145,-1642.23098
7332,-60.62912559,1384.644231
7333,-68.370899,2444.669926
7334,92.49825352,-851.5891349
7335,-310.9631316,1168.854145
7336,-196.5686878,18.68474201
7337,-252.2483779,-1121.230899
7338,-71.37923992,1870.592439
7339,-129.3591578,-1220.916436
7340,5.268175818,-2306.779943
7341,244.2987639,-1514.573267
7342,62.50634496,376.0996368
7343,120.7762784,680.052117
7344,59.84778749,-1090.586586
7345,-197.1860809,-865.7616763
7346,-412.9652535,785.4455849
7347,78.99146573,1563.745292
7348,16.1000663,1418.372867
7349,253.5968442,-3.880282092
7350,14.61170047,-1025.477864
7351,-307.7473583,1489.043754
7352,-56.37975403,-911.2340118
7353,-439.5665895,171.7367086
7354,140.7758308,-1530.017138
7355,-148.9117165,-752.2393237
7356,-223.4522274,703.0271883
7357,-195.9429566,2337.409318
7358,-51.81446199,1021.982481
7359,126.0528066,885.1855525
7360,-209.3920964,1986.052081
7361,272.8832567,-225.2707315
7362,71.07240794,156.1151145
7363,-30.73333663,258.5310419
7364,-290.450948,-1483.176595
7365,-293.8700738,-2477.915817
7366,245.9103463,-630.0954836
7367,-301.8678415,-1209.686331
7368,245.7607574,-1544.360534
7369,-439.3366284,423.78376
7370,-294.5847356,911.0004794
7371,257.0298194,-465.9061574
